  run year index     sng      sdg      sdc       og       rt      pop     area    edges clusters    xmean    ymean      rad    slope  cl_size   diffus   spread    breed  slp_res  rd_grav   %urban    %road grw_rate leesalee  grw_pix 
  657 2020  3      58.60     1.20     0.00  2388.20     2.20 66583.00 66583.00 26249.20  2782.00   203.64   188.47   145.58     0.84    23.00    30.20    30.20     1.21     1.00    57.78    63.65     0.00     3.68     0.46  2450.20 
  658 2007  1      59.80     1.60     0.00  1863.60     6.00 37057.20 37057.20 21759.40  3156.40   200.01   190.47   108.61     0.88    11.00    26.54    26.54     1.06    10.51    76.45    37.62     0.00     5.21     0.55  1931.00 
  658 2014  2      63.40     2.00     0.00  2202.60     3.40 52284.00 52284.00 24856.40  2981.00   201.80   188.35   129.01     0.86    17.00    28.45    28.45     1.14     1.00    79.35    53.46     0.00     4.34     0.49  2271.40 
  658 2020  3      58.60     1.20     0.00  2388.20     2.20 66583.00 66583.00 26249.20  2782.00   203.64   188.47   145.58     0.84    23.00    30.20    30.20     1.21     1.00    82.78    63.65     0.00     3.68     0.46  2450.20 
  659 2007  1      59.80     1.60     0.00  1863.60     6.00 37057.20 37057.20 21759.40  3156.40   200.01   190.47   108.61     0.88    11.00    26.54    26.54     1.06    10.51   100.00    37.62     0.00     5.21     0.55  1931.00 
  659 2014  2      63.40     2.00     0.00  2202.60     3.40 52284.00 52284.00 24856.40  2981.00   201.80   188.35   129.01     0.86    17.00    28.45    28.45     1.14     1.00   100.00    53.46     0.00     4.34     0.49  2271.40 
  659 2020  3      58.60     1.20     0.00  2388.20     2.20 66583.00 66583.00 26249.20  2782.00   203.64   188.47   145.58     0.84    23.00    30.20    30.20     1.21     1.00   100.00    63.65     0.00     3.68     0.46  2450.20 
  660 2007  1      59.80     0.80     0.00  1906.80     2.00 36835.60 36835.60 21695.20  3126.40   200.00   190.39   108.28     0.88    11.00    26.54    26.54     1.06    35.56     2.44    37.49     0.00     5.35     0.55  1969.40 
  660 2014  2      60.60     1.60     0.00  2244.40     3.20 51870.20 51870.20 24834.20  2955.80   201.86   188.27   128.49     0.86    16.80    28.45    28.45     1.14     6.68     5.33    53.20     0.00     4.45     0.49  2309.80 
  660 2020  3      60.00     0.40     0.00  2347.40     3.20 66115.60 66115.60 26184.20  2738.20   203.54   188.27   145.07     0.84    23.60    30.20    30.20     1.21     1.00     8.75    63.36     0.00     3.65     0.46  2411.00 
  661 2007  1      59.80     0.80     0.00  1880.40     3.40 36779.60 36779.60 21671.40  3141.60   199.72   190.66   108.20     0.88    11.00    26.54    26.54     1.06    35.56    26.44    37.46     0.00     5.29     0.55  1944.40 
  661 2014  2      61.00     0.40     0.00  2236.60     1.80 51834.80 51834.80 24867.60  2956.40   201.53   188.44   128.45     0.86    17.00    28.45    28.45     1.14     6.70    29.33    53.18     0.00     4.44     0.49  2299.80 
  661 2020  3      59.40     0.40     0.00  2382.80     2.40 66109.40 66109.40 26097.20  2739.60   203.32   188.63   145.06     0.84    23.40    30.20    30.20     1.21     1.00    32.74    63.35     0.00     3.70     0.46  2445.00 
  662 2007  1      56.20     1.60     0.00  1879.00     1.80 36818.40 36818.40 21638.40  3133.60   200.19   190.73   108.26     0.88    11.00    26.54    26.54     1.06    35.56    51.44    37.48     0.00     5.27     0.55  1938.60 
  662 2014  2      60.60     0.80     0.00  2214.40     2.60 51809.00 51809.00 24832.00  2968.40   202.25   188.39   128.42     0.86    17.00    28.45    28.45     1.14     6.69    54.33    53.16     0.00     4.40     0.49  2278.40 
  662 2020  3      54.00     1.20     0.00  2395.80     3.80 66029.40 66029.40 26280.00  2756.40   204.00   188.46   144.98     0.84    23.20    30.20    30.20     1.21     1.00    57.74    63.30     0.00     3.72     0.46  2454.80 
  663 2007  1      56.20     1.60     0.00  1879.00     1.80 36818.40 36818.40 21638.40  3133.60   200.19   190.73   108.26     0.88    11.00    26.54    26.54     1.06    35.56    76.44    37.48     0.00     5.27     0.55  1938.60 
  663 2014  2      60.60     0.80     0.00  2214.40     2.60 51809.00 51809.00 24832.00  2968.40   202.25   188.39   128.42     0.86    17.00    28.45    28.45     1.14     6.69    79.33    53.16     0.00     4.40     0.49  2278.40 
  663 2020  3      54.00     1.20     0.00  2395.80     3.80 66029.40 66029.40 26280.00  2756.40   204.00   188.46   144.98     0.84    23.20    30.20    30.20     1.21     1.00    82.74    63.30     0.00     3.72     0.46  2454.80 
  664 2007  1      56.20     1.60     0.00  1879.00     1.80 36818.40 36818.40 21638.40  3133.60   200.19   190.73   108.26     0.88    11.00    26.54    26.54     1.06    35.56   100.00    37.48     0.00     5.27     0.55  1938.60 
  664 2014  2      60.60     0.80     0.00  2214.40     2.60 51809.00 51809.00 24832.00  2968.40   202.25   188.39   128.42     0.86    17.00    28.45    28.45     1.14     6.69   100.00    53.16     0.00     4.40     0.49  2278.40 
  664 2020  3      54.00     1.20     0.00  2395.80     3.80 66029.40 66029.40 26280.00  2756.40   204.00   188.46   144.98     0.84    23.20    30.20    30.20     1.21     1.00   100.00    63.30     0.00     3.72     0.46  2454.80 
  665 2007  1      61.40     1.60     0.00  1843.00     4.20 36484.40 36484.40 21573.80  3147.80   199.72   190.32   107.77     0.88    11.00    26.54    26.54     1.06    60.61     2.44    37.28     0.00     5.24     0.55  1910.20 
  665 2014  2      58.60     1.60     0.00  2198.20     1.00 51205.00 51205.00 24785.80  2974.00   201.65   188.06   127.67     0.86    16.80    28.45    28.45     1.14    31.92     5.31    52.78     0.00     4.41     0.49  2259.40 
  665 2020  3      54.00     0.80     0.00  2366.40     3.00 65430.40 65430.40 26130.40  2732.40   203.37   188.25   144.32     0.84    23.40    30.20    30.20     1.21     1.00     8.70    62.92     0.00     3.70     0.46  2424.20 
  666 2007  1      58.00     0.40     0.00  1827.80     2.60 36563.20 36563.20 21639.40  3140.20   199.85   190.25   107.88     0.88    11.00    26.54    26.54     1.06    60.60    26.44    37.33     0.00     5.17     0.55  1888.80 
  666 2014  2      60.00     0.40     0.00  2172.80     2.40 51425.20 51425.20 24977.60  2979.40   201.76   188.07   127.94     0.86    16.80    28.45    28.45     1.14    31.86    29.31    52.92     0.00     4.35     0.49  2235.60 
  666 2020  3      57.20     0.80     0.00  2446.40     1.80 65756.80 65756.80 26322.40  2763.40   203.90   188.31   144.68     0.84    22.80    30.20    30.20     1.21     1.00    32.71    63.13     0.00     3.81     0.46  2506.20 
  667 2007  1      59.00     0.60     0.00  1839.00     3.20 36476.80 36476.80 21566.60  3132.40   199.69   190.46   107.75     0.88    11.00    26.54    26.54     1.06    60.61    51.44    37.27     0.00     5.21     0.55  1901.80 
  667 2014  2      59.80     0.40     0.00  2197.20     2.60 51234.80 51234.80 24722.20  2976.60   201.71   188.11   127.70     0.86    16.80    28.45    28.45     1.14    31.93    54.31    52.80     0.00     4.41     0.49  2260.00 
  667 2020  3      57.80     2.40     0.00  2346.80     3.40 65353.40 65353.40 26095.20  2758.20   203.74   188.06   144.23     0.84    23.00    30.20    30.20     1.21     1.00    57.69    62.87     0.00     3.69     0.46  2410.40 
  668 2007  1      59.00     0.60     0.00  1839.00     3.20 36476.80 36476.80 21566.60  3132.40   199.69   190.46   107.75     0.88    11.00    26.54    26.54     1.06    60.61    76.44    37.27     0.00     5.21     0.55  1901.80 
  668 2014  2      59.80     0.40     0.00  2197.20     2.60 51234.80 51234.80 24722.20  2976.60   201.71   188.11   127.70     0.86    16.80    28.45    28.45     1.14    31.93    79.31    52.80     0.00     4.41     0.49  2260.00 
  668 2020  3      57.80     2.40     0.00  2346.80     3.40 65353.40 65353.40 26095.20  2758.20   203.74   188.06   144.23     0.84    23.00    30.20    30.20     1.21     1.00    82.69    62.87     0.00     3.69     0.46  2410.40 
  669 2007  1      59.00     0.60     0.00  1839.00     3.20 36476.80 36476.80 21566.60  3132.40   199.69   190.46   107.75     0.88    11.00    26.54    26.54     1.06    60.61   100.00    37.27     0.00     5.21     0.55  1901.80 
  669 2014  2      59.80     0.40     0.00  2197.20     2.60 51234.80 51234.80 24722.20  2976.60   201.71   188.11   127.70     0.86    16.80    28.45    28.45     1.14    31.93   100.00    52.80     0.00     4.41     0.49  2260.00 
  669 2020  3      57.80     2.40     0.00  2346.80     3.40 65353.40 65353.40 26095.20  2758.20   203.74   188.06   144.23     0.84    23.00    30.20    30.20     1.21     1.00   100.00    62.87     0.00     3.69     0.46  2410.40 
  670 2007  1      55.00     1.20     0.00  1799.40     1.40 36215.00 36215.00 21516.20  3117.20   199.81   190.37   107.37     0.88    11.00    26.54    26.54     1.06    85.65     2.43    37.12     0.00     5.13     0.55  1857.00 
  670 2014  2      52.80     1.20     0.00  2171.80     1.80 50691.60 50691.60 24791.60  3017.80   201.92   188.12   127.03     0.86    16.00    28.45    28.45     1.14    57.14     5.29    52.45     0.00     4.39     0.49  2227.60 
  670 2020  3      54.20     0.80     0.00  2321.20     1.40 64603.40 64603.40 26190.40  2787.00   203.75   187.99   143.40     0.84    22.40    30.20    30.20     1.21    23.50     8.65    62.39     0.00     3.68     0.46  2377.60 
  671 2007  1      57.40     1.60     0.00  1805.40     6.00 36247.00 36247.00 21495.80  3145.60   199.66   190.59   107.41     0.88    11.00    26.54    26.54     1.06    85.65    26.44    37.13     0.00     5.16     0.55  1870.40 
  671 2014  2      57.60     1.60     0.00  2142.20     3.20 50760.40 50760.40 24852.00  2980.40   201.61   188.69   127.11     0.86    16.40    28.45    28.45     1.14    57.11    29.29    52.50     0.00     4.34     0.49  2204.60 
  671 2020  3      56.40     1.60     0.00  2356.00     1.60 64721.00 64721.00 26230.00  2771.00   203.49   188.52   143.53     0.84    22.60    30.20    30.20     1.21    23.44    32.66    62.47     0.00     3.73     0.46  2415.60 
  672 2007  1      59.80     1.20     0.00  1763.40     3.40 36177.40 36177.40 21472.00  3146.60   200.04   190.60   107.31     0.88    11.00    26.54    26.54     1.06    85.65    51.43    37.09     0.00     5.05     0.55  1827.80 
  672 2014  2      62.00     0.00     0.00  2150.40     3.40 50674.60 50674.60 24764.80  2985.00   201.97   188.62   127.00     0.86    16.00    28.45    28.45     1.14    57.15    54.29    52.44     0.00     4.37     0.49  2215.80 
  672 2020  3      59.20     0.80     0.00  2344.80     2.60 64588.40 64588.40 26209.80  2794.80   203.65   188.50   143.38     0.84    22.20    30.20    30.20     1.21    23.52    57.65    62.39     0.00     3.73     0.46  2407.40 
  673 2007  1      59.80     1.20     0.00  1763.40     3.40 36177.40 36177.40 21472.00  3146.60   200.04   190.60   107.31     0.88    11.00    26.54    26.54     1.06    85.65    76.43    37.09     0.00     5.05     0.55  1827.80 
  673 2014  2      62.00     0.00     0.00  2150.40     3.40 50674.60 50674.60 24764.80  2985.00   201.97   188.62   127.00     0.86    16.00    28.45    28.45     1.14    57.15    79.29    52.44     0.00     4.37     0.49  2215.80 
  673 2020  3      59.20     0.80     0.00  2344.80     2.60 64588.40 64588.40 26209.80  2794.80   203.65   188.50   143.38     0.84    22.20    30.20    30.20     1.21    23.52    82.65    62.39     0.00     3.73     0.46  2407.40 
  674 2007  1      59.80     1.20     0.00  1763.40     3.40 36177.40 36177.40 21472.00  3146.60   200.04   190.60   107.31     0.88    11.00    26.54    26.54     1.06    85.65   100.00    37.09     0.00     5.05     0.55  1827.80 
  674 2014  2      62.00     0.00     0.00  2150.40     3.40 50674.60 50674.60 24764.80  2985.00   201.97   188.62   127.00     0.86    16.00    28.45    28.45     1.14    57.15   100.00    52.44     0.00     4.37     0.49  2215.80 
  674 2020  3      59.20     0.80     0.00  2344.80     2.60 64588.40 64588.40 26209.80  2794.80   203.65   188.50   143.38     0.84    22.20    30.20    30.20     1.21    23.52   100.00    62.39     0.00     3.73     0.46  2407.40 
  675 2007  1      60.00     1.60     0.00  3917.80     2.00 49481.80 49481.80 23957.00  2717.00   201.17   187.89   125.50     0.87    17.60    26.54    53.08     1.06     1.00     2.64    45.13     0.00     8.05     0.51  3981.40 
  675 2014  2      48.60     0.80     0.00  3966.40     2.60 77880.60 77880.60 25413.60  2124.80   204.63   189.18   157.45     0.83    35.80    28.45    56.90     1.14     1.00     6.32    69.62     0.00     5.16     0.43  4018.40 
  675 2020  3      44.60     0.80     0.00  3584.40     2.00 100738.60 100738.60 24329.60  1753.40   207.70   194.87   179.07     0.82    56.40    30.20    60.41     1.21     1.00    10.86    85.37     0.00     3.61     0.43  3631.80 
  676 2007  1      56.00     0.40     0.00  3901.60     3.20 49577.60 49577.60 24054.00  2738.80   201.52   187.82   125.62     0.86    17.40    26.54    53.08     1.06     1.00    26.65    45.19     0.00     7.99     0.51  3961.20 
  676 2014  2      49.80     2.00     0.00  3945.60     3.00 78023.80 78023.80 25423.80  2118.00   205.14   189.04   157.59     0.83    36.20    28.45    56.90     1.14     1.00    30.32    69.71     0.00     5.13     0.43  4000.40 
  676 2020  3      44.20     1.20     0.00  3607.80     1.60 100931.60 100931.60 24287.40  1754.40   208.35   194.93   179.24     0.82    56.60    30.20    60.41     1.21     1.00    34.88    85.49     0.00     3.62     0.44  3654.80 
  677 2007  1      58.80     2.80     0.00  3918.80     2.20 49447.40 49447.40 24041.20  2689.40   201.27   187.94   125.46     0.87    17.80    26.54    53.08     1.06     1.00    51.64    45.11     0.00     8.05     0.51  3982.60 
  677 2014  2      46.60     0.40     0.00  3908.80     2.00 77771.40 77771.40 25401.40  2097.80   204.96   188.81   157.34     0.83    36.20    28.45    56.90     1.14     1.00    55.32    69.55     0.00     5.09     0.43  3957.80 
  677 2020  3      43.20     1.80     0.00  3629.40     1.80 100766.40 100766.40 24391.60  1742.00   207.90   194.59   179.09     0.82    56.80    30.20    60.41     1.21     1.00    59.86    85.39     0.00     3.65     0.44  3676.20 
  678 2007  1      58.80     2.80     0.00  3918.80     2.20 49447.40 49447.40 24041.20  2689.40   201.27   187.94   125.46     0.87    17.80    26.54    53.08     1.06     1.00    76.64    45.11     0.00     8.05     0.51  3982.60 
  678 2014  2      46.60     0.40     0.00  3908.80     2.00 77771.40 77771.40 25401.40  2097.80   204.96   188.81   157.34     0.83    36.20    28.45    56.90     1.14     1.00    80.32    69.55     0.00     5.09     0.43  3957.80 
  678 2020  3      43.20     1.80     0.00  3629.40     1.80 100766.40 100766.40 24391.60  1742.00   207.90   194.59   179.09     0.82    56.80    30.20    60.41     1.21     1.00    84.86    85.39     0.00     3.65     0.44  3676.20 
  679 2007  1      58.80     2.80     0.00  3918.80     2.20 49447.40 49447.40 24041.20  2689.40   201.27   187.94   125.46     0.87    17.80    26.54    53.08     1.06     1.00   100.00    45.11     0.00     8.05     0.51  3982.60 
  679 2014  2      46.60     0.40     0.00  3908.80     2.00 77771.40 77771.40 25401.40  2097.80   204.96   188.81   157.34     0.83    36.20    28.45    56.90     1.14     1.00   100.00    69.55     0.00     5.09     0.43  3957.80 
  679 2020  3      43.20     1.80     0.00  3629.40     1.80 100766.40 100766.40 24391.60  1742.00   207.90   194.59   179.09     0.82    56.80    30.20    60.41     1.21     1.00   100.00    85.39     0.00     3.65     0.44  3676.20 
